ruta,carpeta_origen,comuna,nombre,tipo_archivo,bytes,sha256,paginas,chars_total,paginas_texto,paginas_escaneadas,paginas_vacias,veredicto
descargas\limache\busqueda_global\decreto_alcaldicio_2398_autoriza_la_contratacion_de_los_servicios_bajo_la_modali__da2397.pdf,descargas,limache,decreto_alcaldicio_2398_autoriza_la_contratacion_de_los_servicios_bajo_la_modali__da2397.pdf,PDF,638031,9c369ba09f8e6df50d516512c979617b7a14a50426bc6d95862addca05ee75b0,2,3417,2,0,0,TEXTO
Ordenanzas Descargadas\600-1200\limache_44143_publica_promulgacionde_plan_regulador_comunal_de_limache__Promulgacion-Actualizacion-PRC-Limache-Diario-Oficial.pdf,descargadas,limache,limache_44143_publica_promulgacionde_plan_regulador_comunal_de_limache__Promulgacion-Actualizacion-PRC-Limache-Diario-Oficial.pdf,PDF,505640,f0b454511172b5d79a20df42b6ffb748675158457abfbd094697c55726d49c65,32,121350,32,0,0,TEXTO
Ordenanzas ordenadas\OCR ok\limache_44143_publica_promulgacionde_plan_regulador_comunal_de_limache__Promulgacion-Actualizacion-PRC-Limache-Diario-Oficial.pdf,ordenadas,limache,limache_44143_publica_promulgacionde_plan_regulador_comunal_de_limache__Promulgacion-Actualizacion-PRC-Limache-Diario-Oficial.pdf,PDF,505640,f0b454511172b5d79a20df42b6ffb748675158457abfbd094697c55726d49c65,32,121350,32,0,0,TEXTO
Ordenanzas Descargadas\600-1200\limache_decreto_alcaldicio_2398_autoriza_la_contratacion_de_los_servicios_bajo_la_modali__da2397.pdf,descargadas,limache,limache_decreto_alcaldicio_2398_autoriza_la_contratacion_de_los_servicios_bajo_la_modali__da2397.pdf,PDF,638031,9c369ba09f8e6df50d516512c979617b7a14a50426bc6d95862addca05ee75b0,2,3417,2,0,0,TEXTO
Ordenanzas Descargadas\600-1200\limache_potestades_competencias_responsabilidades_funciones_atribuciones_yo_tareas__LEY18695.pdf,descargadas,limache,limache_potestades_competencias_responsabilidades_funciones_atribuciones_yo_tareas__LEY18695.pdf,PDF,302455,d3eca547d2fbbbae7814879bcbc11db7cca7cca0a2838770b863500477220b23,98,191927,98,0,0,TEXTO
Ordenanzas ordenadas\OCR ok\limache_potestades_competencias_responsabilidades_funciones_atribuciones_yo_tareas__LEY18695.pdf,ordenadas,limache,limache_potestades_competencias_responsabilidades_funciones_atribuciones_yo_tareas__LEY18695.pdf,PDF,302455,d3eca547d2fbbbae7814879bcbc11db7cca7cca0a2838770b863500477220b23,98,191927,98,0,0,TEXTO
descargas\limache\busqueda_global\potestades_competencias_responsabilidades_funciones_atribuciones_yo_tareas__LEY18695.pdf,descargas,limache,potestades_competencias_responsabilidades_funciones_atribuciones_yo_tareas__LEY18695.pdf,PDF,302455,d3eca547d2fbbbae7814879bcbc11db7cca7cca0a2838770b863500477220b23,98,191927,98,0,0,TEXTO
descargas\linares\diario_oficial\1228_anula_declaratorias_de_utilidad_publica_contenidas_en_el_plan_regulador_de___do-20150429.pdf,descargas,linares,1228_anula_declaratorias_de_utilidad_publica_contenidas_en_el_plan_regulador_de___do-20150429.pdf,PDF,41783628,fcdb641669a582bbb3098b660f9887db496a35168d683a296bb4ae34f2f3165b,64,264608,55,9,0,MIXTO
descargas\linares\diario_oficial\2788_iniciese_el_estudio_de_expropiacion_con_el_objeto_de_analizar_y_continuar_e__Diario_of_2788.pdf,descargas,linares,2788_iniciese_el_estudio_de_expropiacion_con_el_objeto_de_analizar_y_continuar_e__Diario_of_2788.pdf,PDF,695576,01827110bf46418e15fdbe4261580a9798e2b4bb0aa10454b346a8bd209ad137,7,13180,5,2,0,MIXTO
descargas\linares\diario_oficial\34_aprueba_plan_regulador_linares__plan_regulador.pdf,descargas,linares,34_aprueba_plan_regulador_linares__plan_regulador.pdf,PDF,643852,1feb247ca4fa50f2618e0df5623432d0e2fcd4daa6fdf0aec5f6d77b1e04f70c,6,34695,6,0,0,TEXTO
descargas\linares\diario_oficial\71_modificacion_al_plan_regulador_linares__mod_rengo.pdf,descargas,linares,71_modificacion_al_plan_regulador_linares__mod_rengo.pdf,PDF,1745096,a200b15724cce726a0aa224b08e070e3ee9966f67fdf4b15dff50008c71fa177,1,0,0,1,0,ESCANEADO
descargas\linares\diario_oficial\784_modifiquese_el_plan_regulador_comunal_de_linares_prcl_aprobado_por_resolucio__DIario_of_784.pdf,descargas,linares,784_modifiquese_el_plan_regulador_comunal_de_linares_prcl_aprobado_por_resolucio__DIario_of_784.pdf,PDF,2772059,ba44d9fe2208fad7db1dd6b83e9c659563bb76202dd14a117537dc267d7f2db6,8,0,0,8,0,ESCANEADO
descargas\linares\diario_oficial\92_aprueba_nuevo_plan_regulador_para_la_comuna_de_linares__plan_regulador_2017.pdf,descargas,linares,92_aprueba_nuevo_plan_regulador_para_la_comuna_de_linares__plan_regulador_2017.pdf,PDF,8029440,9252ebc7c0c0c4c45e1d07c6bd0fbe583abc79c689b717c1fdc85d9d4e325919,24,48014,24,0,0,TEXTO
descargas\linares\ordenanzas_vigentes\decreto_modificacion_ordenanza_local_plan_regulador_comunal_de_linares__ORD_4_MODIF.pdf,descargas,linares,decreto_modificacion_ordenanza_local_plan_regulador_comunal_de_linares__ORD_4_MODIF.pdf,PDF,606778,8eced26ea3454b3653e821750f1847810362947416836d4ec3c74776b3337b78,22,34659,20,1,1,TEXTO
descargas\linares\ordenanzas_vigentes\decreto_modifiquese_la_ordenanza_del_plan_regulador_comunal_de_linares__ORD_N_1962-2024.pdf,descargas,linares,decreto_modifiquese_la_ordenanza_del_plan_regulador_comunal_de_linares__ORD_N_1962-2024.pdf,PDF,570774,5fa19eb286f7e07c60aa21f0d64914b4f656c537a5d8130feace1669dfc24f94,5,0,0,5,0,ESCANEADO
descargas\linares\ordenanzas_vigentes\decreto_ordenanza_municipal_del_plan_regulador_comunal_de_linares__ORD_N_4.pdf,descargas,linares,decreto_ordenanza_municipal_del_plan_regulador_comunal_de_linares__ORD_N_4.pdf,PDF,3892726,77482845e82d8c24167616dc2cb498098886fbbf2272707226f3fd53c29e8f8f,20,0,0,20,0,ESCANEADO
Ordenanzas Descargadas\600-1200\linares_1228_anula_declaratorias_de_utilidad_publica_contenidas_en_el_plan_regulador_de___do-20150429.pdf,descargadas,linares,linares_1228_anula_declaratorias_de_utilidad_publica_contenidas_en_el_plan_regulador_de___do-20150429.pdf,PDF,41783628,fcdb641669a582bbb3098b660f9887db496a35168d683a296bb4ae34f2f3165b,64,264608,55,9,0,MIXTO
Ordenanzas ordenadas\OCR ok\linares_1228_anula_declaratorias_de_utilidad_publica_contenidas_en_el_plan_regulador_de___do-20150429.pdf,ordenadas,linares,linares_1228_anula_declaratorias_de_utilidad_publica_contenidas_en_el_plan_regulador_de___do-20150429.pdf,PDF,41783628,fcdb641669a582bbb3098b660f9887db496a35168d683a296bb4ae34f2f3165b,64,264608,55,9,0,MIXTO
Ordenanzas Descargadas\600-1200\linares_2788_iniciese_el_estudio_de_expropiacion_con_el_objeto_de_analizar_y_continuar_e__Diario_of_2788.pdf,descargadas,linares,linares_2788_iniciese_el_estudio_de_expropiacion_con_el_objeto_de_analizar_y_continuar_e__Diario_of_2788.pdf,PDF,695576,01827110bf46418e15fdbe4261580a9798e2b4bb0aa10454b346a8bd209ad137,7,13180,5,2,0,MIXTO
Ordenanzas Descargadas\600-1200\linares_34_aprueba_plan_regulador_linares__plan_regulador.pdf,descargadas,linares,linares_34_aprueba_plan_regulador_linares__plan_regulador.pdf,PDF,643852,1feb247ca4fa50f2618e0df5623432d0e2fcd4daa6fdf0aec5f6d77b1e04f70c,6,34695,6,0,0,TEXTO
Ordenanzas ordenadas\OCR ok\linares_34_aprueba_plan_regulador_linares__plan_regulador.pdf,ordenadas,linares,linares_34_aprueba_plan_regulador_linares__plan_regulador.pdf,PDF,643852,1feb247ca4fa50f2618e0df5623432d0e2fcd4daa6fdf0aec5f6d77b1e04f70c,6,34695,6,0,0,TEXTO
Ordenanzas Descargadas\600-1200\linares_71_modificacion_al_plan_regulador_linares__mod_rengo.pdf,descargadas,linares,linares_71_modificacion_al_plan_regulador_linares__mod_rengo.pdf,PDF,1745096,a200b15724cce726a0aa224b08e070e3ee9966f67fdf4b15dff50008c71fa177,1,0,0,1,0,ESCANEADO
Ordenanzas ordenadas\linares_71_modificacion_al_plan_regulador_linares__mod_rengo.pdf,ordenadas,linares,linares_71_modificacion_al_plan_regulador_linares__mod_rengo.pdf,PDF,1745096,a200b15724cce726a0aa224b08e070e3ee9966f67fdf4b15dff50008c71fa177,1,0,0,1,0,ESCANEADO
Ordenanzas Descargadas\600-1200\linares_784_modifiquese_el_plan_regulador_comunal_de_linares_prcl_aprobado_por_resolucio__DIario_of_784.pdf,descargadas,linares,linares_784_modifiquese_el_plan_regulador_comunal_de_linares_prcl_aprobado_por_resolucio__DIario_of_784.pdf,PDF,2772059,ba44d9fe2208fad7db1dd6b83e9c659563bb76202dd14a117537dc267d7f2db6,8,0,0,8,0,ESCANEADO
Ordenanzas ordenadas\linares_784_modifiquese_el_plan_regulador_comunal_de_linares_prcl_aprobado_por_resolucio__DIario_of_784.pdf,ordenadas,linares,linares_784_modifiquese_el_plan_regulador_comunal_de_linares_prcl_aprobado_por_resolucio__DIario_of_784.pdf,PDF,2772059,ba44d9fe2208fad7db1dd6b83e9c659563bb76202dd14a117537dc267d7f2db6,8,0,0,8,0,ESCANEADO
Ordenanzas Descargadas\600-1200\linares_92_aprueba_nuevo_plan_regulador_para_la_comuna_de_linares__plan_regulador_2017.pdf,descargadas,linares,linares_92_aprueba_nuevo_plan_regulador_para_la_comuna_de_linares__plan_regulador_2017.pdf,PDF,8029440,9252ebc7c0c0c4c45e1d07c6bd0fbe583abc79c689b717c1fdc85d9d4e325919,24,48014,24,0,0,TEXTO
Ordenanzas ordenadas\OCR ok\linares_92_aprueba_nuevo_plan_regulador_para_la_comuna_de_linares__plan_regulador_2017.pdf,ordenadas,linares,linares_92_aprueba_nuevo_plan_regulador_para_la_comuna_de_linares__plan_regulador_2017.pdf,PDF,8029440,9252ebc7c0c0c4c45e1d07c6bd0fbe583abc79c689b717c1fdc85d9d4e325919,24,48014,24,0,0,TEXTO
Ordenanzas Descargadas\600-1200\linares_decreto_modificacion_ordenanza_local_plan_regulador_comunal_de_linares__ORD_4_MODIF.pdf,descargadas,linares,linares_decreto_modificacion_ordenanza_local_plan_regulador_comunal_de_linares__ORD_4_MODIF.pdf,PDF,606778,8eced26ea3454b3653e821750f1847810362947416836d4ec3c74776b3337b78,22,34659,20,1,1,TEXTO
Ordenanzas ordenadas\OCR ok\linares_decreto_modificacion_ordenanza_local_plan_regulador_comunal_de_linares__ORD_4_MODIF.pdf,ordenadas,linares,linares_decreto_modificacion_ordenanza_local_plan_regulador_comunal_de_linares__ORD_4_MODIF.pdf,PDF,606778,8eced26ea3454b3653e821750f1847810362947416836d4ec3c74776b3337b78,22,34659,20,1,1,TEXTO
Ordenanzas Descargadas\600-1200\linares_decreto_modifiquese_la_ordenanza_del_plan_regulador_comunal_de_linares__ORD_N_1962-2024.pdf,descargadas,linares,linares_decreto_modifiquese_la_ordenanza_del_plan_regulador_comunal_de_linares__ORD_N_1962-2024.pdf,PDF,570774,5fa19eb286f7e07c60aa21f0d64914b4f656c537a5d8130feace1669dfc24f94,5,0,0,5,0,ESCANEADO
Ordenanzas ordenadas\linares_decreto_modifiquese_la_ordenanza_del_plan_regulador_comunal_de_linares__ORD_N_1962-2024.pdf,ordenadas,linares,linares_decreto_modifiquese_la_ordenanza_del_plan_regulador_comunal_de_linares__ORD_N_1962-2024.pdf,PDF,570774,5fa19eb286f7e07c60aa21f0d64914b4f656c537a5d8130feace1669dfc24f94,5,0,0,5,0,ESCANEADO
Ordenanzas Descargadas\600-1200\linares_decreto_ordenanza_municipal_del_plan_regulador_comunal_de_linares__ORD_N_4.pdf,descargadas,linares,linares_decreto_ordenanza_municipal_del_plan_regulador_comunal_de_linares__ORD_N_4.pdf,PDF,3892726,77482845e82d8c24167616dc2cb498098886fbbf2272707226f3fd53c29e8f8f,20,0,0,20,0,ESCANEADO
Ordenanzas ordenadas\linares_decreto_ordenanza_municipal_del_plan_regulador_comunal_de_linares__ORD_N_4.pdf,ordenadas,linares,linares_decreto_ordenanza_municipal_del_plan_regulador_comunal_de_linares__ORD_N_4.pdf,PDF,3892726,77482845e82d8c24167616dc2cb498098886fbbf2272707226f3fd53c29e8f8f,20,0,0,20,0,ESCANEADO
Ordenanzas Descargadas\600-1200\linares_plano_regulador__ORD_N_3591.pdf,descargadas,linares,linares_plano_regulador__ORD_N_3591.pdf,PDF,1088913,7da9dcf20a858251afc2ebad270741fc77ec0fd983f012b114de177a20562170,13,0,0,13,0,ESCANEADO
descargas\linares\busqueda_global\plano_regulador__ORD_N_3591.pdf,descargas,linares,plano_regulador__ORD_N_3591.pdf,PDF,1088913,7da9dcf20a858251afc2ebad270741fc77ec0fd983f012b114de177a20562170,13,0,0,13,0,ESCANEADO
descargas\llanquihue\busqueda_global\acta_0_reunion_solicitada_a_traves_de_la_plataforma_de_la_ley_del_lobby_plan_reg__5ec543b2-f4ab-4fc4-8c48-982a1deed5b2.pdf,descargas,llanquihue,acta_0_reunion_solicitada_a_traves_de_la_plataforma_de_la_ley_del_lobby_plan_reg__5ec543b2-f4ab-4fc4-8c48-982a1deed5b2.pdf,PDF,673884,263b247ca6d01e4c22483299155a2ae1f3f02b206560c67214b602df0aabfb63,2,0,0,2,0,ESCANEADO
descargas\llanquihue\busqueda_global\acta_0_reunion_solicitada_a_traves_de_la_plataforma_de_la_ley_del_lobby_plan_reg__ad1f92a0-6f21-4e63-b868-415db4d24651.pdf,descargas,llanquihue,acta_0_reunion_solicitada_a_traves_de_la_plataforma_de_la_ley_del_lobby_plan_reg__ad1f92a0-6f21-4e63-b868-415db4d24651.pdf,PDF,108776,a28b3704156160faf6953e2773430a25bb345b94f765963ddf81376f3b132c18,2,0,0,2,0,ESCANEADO
descargas\llanquihue\busqueda_global\acta_17_seremia_de_vivienda_y_urbanismo_plan_regulador_comunal_los_pellines__97f1a927-bba5-49f4-9583-d3b414ce28b5.pdf,descargas,llanquihue,acta_17_seremia_de_vivienda_y_urbanismo_plan_regulador_comunal_los_pellines__97f1a927-bba5-49f4-9583-d3b414ce28b5.pdf,PDF,5468054,563d3308360e1c1818b0f3bddd82ff33bbf6c30759a7395759c7fe8d80828a23,9,0,0,9,0,ESCANEADO
descargas\llanquihue\busqueda_global\acta_28_1_cuarto_taller_participativo_anteproyecto_actualizacion_plan_regulador___b7ab6547-e423-4217-9acd-86063fb5eb57.pdf,descargas,llanquihue,acta_28_1_cuarto_taller_participativo_anteproyecto_actualizacion_plan_regulador___b7ab6547-e423-4217-9acd-86063fb5eb57.pdf,PDF,5215444,4f40115431dc9702abec119109fa7bbc55000a6220f4a517b8258ca5d89044ed,9,0,0,9,0,ESCANEADO
descargas\llanquihue\busqueda_global\acta_33_plan_regulador_comunal__9ad3675b-c2f6-4aa3-92b4-c0f20ef6b1a2.pdf,descargas,llanquihue,acta_33_plan_regulador_comunal__9ad3675b-c2f6-4aa3-92b4-c0f20ef6b1a2.pdf,PDF,4667631,2b7df72769c8570ccbaffa707b7ac163b4e2c88c57ea13f0323df5d971662268,8,0,0,8,0,ESCANEADO
Ordenanzas Descargadas\600-1200\llanquihue_acta_0_reunion_solicitada_a_traves_de_la_plataforma_de_la_ley_del_lobby_plan_reg__5ec543b2-f4ab-4fc4-8c48-982a1deed5b2.pdf,descargadas,llanquihue_acta,llanquihue_acta_0_reunion_solicitada_a_traves_de_la_plataforma_de_la_ley_del_lobby_plan_reg__5ec543b2-f4ab-4fc4-8c48-982a1deed5b2.pdf,PDF,673884,263b247ca6d01e4c22483299155a2ae1f3f02b206560c67214b602df0aabfb63,2,0,0,2,0,ESCANEADO
Ordenanzas Descargadas\600-1200\llanquihue_acta_0_reunion_solicitada_a_traves_de_la_plataforma_de_la_ley_del_lobby_plan_reg__ad1f92a0-6f21-4e63-b868-415db4d24651.pdf,descargadas,llanquihue_acta,llanquihue_acta_0_reunion_solicitada_a_traves_de_la_plataforma_de_la_ley_del_lobby_plan_reg__ad1f92a0-6f21-4e63-b868-415db4d24651.pdf,PDF,108776,a28b3704156160faf6953e2773430a25bb345b94f765963ddf81376f3b132c18,2,0,0,2,0,ESCANEADO
Ordenanzas Descargadas\600-1200\llanquihue_acta_17_seremia_de_vivienda_y_urbanismo_plan_regulador_comunal_los_pellines__97f1a927-bba5-49f4-9583-d3b414ce28b5.pdf,descargadas,llanquihue_acta,llanquihue_acta_17_seremia_de_vivienda_y_urbanismo_plan_regulador_comunal_los_pellines__97f1a927-bba5-49f4-9583-d3b414ce28b5.pdf,PDF,5468054,563d3308360e1c1818b0f3bddd82ff33bbf6c30759a7395759c7fe8d80828a23,9,0,0,9,0,ESCANEADO
Ordenanzas Descargadas\600-1200\llanquihue_acta_28_1_cuarto_taller_participativo_anteproyecto_actualizacion_plan_regulador___b7ab6547-e423-4217-9acd-86063fb5eb57.pdf,descargadas,llanquihue_acta,llanquihue_acta_28_1_cuarto_taller_participativo_anteproyecto_actualizacion_plan_regulador___b7ab6547-e423-4217-9acd-86063fb5eb57.pdf,PDF,5215444,4f40115431dc9702abec119109fa7bbc55000a6220f4a517b8258ca5d89044ed,9,0,0,9,0,ESCANEADO
Ordenanzas Descargadas\600-1200\llanquihue_acta_33_plan_regulador_comunal__9ad3675b-c2f6-4aa3-92b4-c0f20ef6b1a2.pdf,descargadas,llanquihue_acta,llanquihue_acta_33_plan_regulador_comunal__9ad3675b-c2f6-4aa3-92b4-c0f20ef6b1a2.pdf,PDF,4667631,2b7df72769c8570ccbaffa707b7ac163b4e2c88c57ea13f0323df5d971662268,8,0,0,8,0,ESCANEADO
Ordenanzas ordenadas\LO696E~1.PDF,ordenadas,lo696e~1,LO696E~1.PDF,PDF,1903787,a276a3d5f4042bb1e35c13cf28f0b0c67eef3f80c5b4b3c7c49a571a088a7f03,6,11619,2,4,0,MIXTO
Ordenanzas ordenadas\OCR ok\LO73FC~1.PDF,ordenadas,lo73fc~1,LO73FC~1.PDF,PDF,5467947,e6364d01ba8b6e98cb64b59054e012e8529127135c73cbc88d7610b2db0c7cf6,18,43691,18,0,0,TEXTO
Ordenanzas ordenadas\LO9BAB~1.PDF,ordenadas,lo9bab~1,LO9BAB~1.PDF,PDF,401148,10323151d064241815c79d625d4b5abe531502d12eae60c1769b8f319f46badc,5,11621,2,3,0,MIXTO
descargas\lo_barnechea\diario_oficial\1021_promulga_modificacion_al_plan_regulador_comunal__Exportar.pdf,descargas,lo_barnechea,1021_promulga_modificacion_al_plan_regulador_comunal__Exportar.pdf,PDF,44735,cd69b05df07b3c2be13699b130c2ff1443f24081792aa74a465905c2e8cec6ad,3,6729,3,0,0,TEXTO
descargas\lo_barnechea\diario_oficial\1082_promulga_modificacion_al_plan_regulador_comunal_de_lo_barnechea__Exportar.pdf,descargas,lo_barnechea,1082_promulga_modificacion_al_plan_regulador_comunal_de_lo_barnechea__Exportar.pdf,PDF,42034,f017146f4e1504b0c73c79e7bd32936856e324e06ef58bbba44cfa5e8ca9658a,2,3669,2,0,0,TEXTO
descargas\lo_barnechea\diario_oficial\1139_promulga_modificacion_al_plan_regulador_comunal__Exportar.pdf,descargas,lo_barnechea,1139_promulga_modificacion_al_plan_regulador_comunal__Exportar.pdf,PDF,42677,b1edc439b149785d42552fc34bbdb4e55dc576b80291cb3f4ee901a0ea6ccd9c,2,5290,2,0,0,TEXTO
descargas\lo_barnechea\ordenanzas_vigentes\1295_ordenanza_municipal__Texto_refundido_y_sistematizado_Ordenanza_PRCLB_29.mayo.2015.pdf,descargas,lo_barnechea,1295_ordenanza_municipal__Texto_refundido_y_sistematizado_Ordenanza_PRCLB_29.mayo.2015.pdf,PDF,15584778,8e994e3a61464bc139863f3514fd784185f314fb83842119da192fb98f766c51,76,0,0,76,0,ESCANEADO
descargas\lo_barnechea\diario_oficial\1295_promulga_plan_regulador_comunal_de_lo_barnechea__Exportar.pdf,descargas,lo_barnechea,1295_promulga_plan_regulador_comunal_de_lo_barnechea__Exportar.pdf,PDF,3860764,18b7727b53ec0e229d7c8b36b864278b095767c921944fbf223fddbffbf53f20,70,96113,65,3,2,TEXTO
descargas\lo_barnechea\diario_oficial\1396_promulga_modificacion_al_plan_regulador_comunal__Exportar.pdf,descargas,lo_barnechea,1396_promulga_modificacion_al_plan_regulador_comunal__Exportar.pdf,PDF,42452,1da8c28839edaf28871f1872af6b59f773e362454299a8a3c761878946d906f4,2,4432,2,0,0,TEXTO
descargas\lo_barnechea\diario_oficial\1544_modifica_ordenanza_del_plan_regulador_decreto_seccion_1a_no_1295_de_2002__Exportar.pdf,descargas,lo_barnechea,1544_modifica_ordenanza_del_plan_regulador_decreto_seccion_1a_no_1295_de_2002__Exportar.pdf,PDF,41973,847d6c4e5433e3ec3505f53ce81cfac4129308cec6ea8225ac2da17e08208255,2,4138,2,0,0,TEXTO
descargas\lo_barnechea\diario_oficial\1546_promulga_modificacion_no1_al_plan_regulador_comunal_de_lo_barnechea__Exportar.pdf,descargas,lo_barnechea,1546_promulga_modificacion_no1_al_plan_regulador_comunal_de_lo_barnechea__Exportar.pdf,PDF,42981,d5197b00f1aec26e7e1f728a526916163c0da00f17cfe5ed4c799fa63760b555,2,4212,2,0,0,TEXTO
descargas\lo_barnechea\diario_oficial\1583_promulga_modificacion_al_plan_regulador_comunal__Exportar.pdf,descargas,lo_barnechea,1583_promulga_modificacion_al_plan_regulador_comunal__Exportar.pdf,PDF,41843,f73d3564feb6b4bcfb2479b74fb4a5cb9c8cd628ad6301ba74547a0f383fe287,2,3834,2,0,0,TEXTO
descargas\lo_barnechea\diario_oficial\1614_promulga_modificacion_al_plan_regulador_comunal_de_lo_barnechea__PROMULGA_MODIFICACION_AL_PLAN_REGULADOR_COMUNAL_DE_LO_BARNECHEA_MPRC-LB-25_Decreto_1614_02-05-16 (1).pdf,descargas,lo_barnechea,1614_promulga_modificacion_al_plan_regulador_comunal_de_lo_barnechea__PROMULGA_MODIFICACION_AL_PLAN_REGULADOR_COMUNAL_DE_LO_BARNECHEA_MPRC-LB-25_Decreto_1614_02-05-16 (1).pdf,PDF,411544,7c22b1de8c02f67246fd9e8ccb5754d05957244ff3116029d1ecb05d0c7b42d7,5,18511,5,0,0,TEXTO
descargas\lo_barnechea\diario_oficial\1651_promulga_aprobacion_de_modificacion_no2_al_plan_regulador_comunal_de_lo_bar__Exportar.pdf,descargas,lo_barnechea,1651_promulga_aprobacion_de_modificacion_no2_al_plan_regulador_comunal_de_lo_bar__Exportar.pdf,PDF,53322,53ecb6681e02294667ae9e5a494480688dc6fb192faa593c15c96e1f9f40a948,6,13171,6,0,0,TEXTO
descargas\lo_barnechea\diario_oficial\202_promulga_modificacion_n_28_zona_j_la_dehesa_al_plan_regulador_comunal_de_lo___DO_13_MARZO_2019_PLANO_REGULADOR.pdf,descargas,lo_barnechea,202_promulga_modificacion_n_28_zona_j_la_dehesa_al_plan_regulador_comunal_de_lo___DO_13_MARZO_2019_PLANO_REGULADOR.pdf,PDF,1910115,ce262f170d6ea1da1eb54f15e28d0c400bf5a2dd0aceadf9f90b906d0560a8ef,9,24654,9,0,0,TEXTO
descargas\lo_barnechea\diario_oficial\2285_promulga_modificacion_al_plan_regulador_comunal_de_lo_barnechea__DO_06-05-2011_PROMULGA_MODIFICACION_AL_PLAN_REGULADOR_CUMUNAL_DE_LO_BARNECHEA.pdf,descargas,lo_barnechea,2285_promulga_modificacion_al_plan_regulador_comunal_de_lo_barnechea__DO_06-05-2011_PROMULGA_MODIFICACION_AL_PLAN_REGULADOR_CUMUNAL_DE_LO_BARNECHEA.pdf,PDF,1065744,220829cc5ee5ffa034d8635a37a1cf061f40fc6399e97dd76dd91c14ba660efc,4,12124,2,2,0,MIXTO
descargas\lo_barnechea\diario_oficial\314_promulguese_la_modificacion_al_plan_regulador_comunal_de_lo_barnechea__PUBLICACION_26_01_13.pdf,descargas,lo_barnechea,314_promulguese_la_modificacion_al_plan_regulador_comunal_de_lo_barnechea__PUBLICACION_26_01_13.pdf,PDF,887059,6580ba30b25ec5955bc42652dc3cdf54bc946664862330a9fb1ca24a0cfe093a,3,6037,1,2,0,MIXTO
descargas\lo_barnechea\diario_oficial\3979_aprueba_modificacion_al_plan_regulador_comunal_de_lo_barnechea__PUBLICACION_DO_14-07-15_MPRC-LB-21_DECRETO_3979_09_07_2015.pdf,descargas,lo_barnechea,3979_aprueba_modificacion_al_plan_regulador_comunal_de_lo_barnechea__PUBLICACION_DO_14-07-15_MPRC-LB-21_DECRETO_3979_09_07_2015.pdf,PDF,950335,fd63386bb2e7091fe8c49a22048e4176534f21f4ed308d7a032dfa898d0d72f7,5,0,0,5,0,ESCANEADO
descargas\lo_barnechea\diario_oficial\3980_aprueba_modificacion_al_plan_regulador_comunal_de_lo_barnechea__PUBLICACION_DO_14-07-15_MPRC-LB-24_DECRETO_3980_09_07_2015.pdf,descargas,lo_barnechea,3980_aprueba_modificacion_al_plan_regulador_comunal_de_lo_barnechea__PUBLICACION_DO_14-07-15_MPRC-LB-24_DECRETO_3980_09_07_2015.pdf,PDF,959815,ebe89dc26a0e0d5b108bdb260d99dd782d3828a14c448a69abc1d2d18e31572c,5,0,0,5,0,ESCANEADO
descargas\lo_barnechea\diario_oficial\3985_modifica_plan_regulador_comunal__Exportar.pdf,descargas,lo_barnechea,3985_modifica_plan_regulador_comunal__Exportar.pdf,PDF,41752,84baaf2aab68cfbc933bfa848d85399f54747e53257bcac47a490ec4d58579b2,2,3968,2,0,0,TEXTO
descargas\lo_barnechea\diario_oficial\4397_rectifica_decreto_no_3985_de_2009_que_promulga_modificacion_al_plan_regulad__Exportar.pdf,descargas,lo_barnechea,4397_rectifica_decreto_no_3985_de_2009_que_promulga_modificacion_al_plan_regulad__Exportar.pdf,PDF,25581,6c9aebdfd22f8b0be44eac6f5bebf7660c01eb6666eeb6d49aea7d0fcb25a417,1,1498,1,0,0,TEXTO
descargas\lo_barnechea\diario_oficial\537_promulga_modificacion_n_9_al_plan_regulador_comunal_de_lo_barnechea_sector_c__Exportar.pdf,descargas,lo_barnechea,537_promulga_modificacion_n_9_al_plan_regulador_comunal_de_lo_barnechea_sector_c__Exportar.pdf,PDF,4313462,c4b4812e4fac37d68a3fab865f57ddc9c0169df0f2675f8c36675c4138c1abca,34,31866,19,12,3,MIXTO
descargas\lo_barnechea\diario_oficial\5655_aprueba_modificacion_al_plan_regulador_comunal_de_lo_barnechea__PUBLICACION_DO_DTO-5655_01-OCT-2015_APRUEBA_MODIFICACION_AL_PLAN_REGULADOR_COMUNAL_MPRC-LB-20.pdf,descargas,lo_barnechea,5655_aprueba_modificacion_al_plan_regulador_comunal_de_lo_barnechea__PUBLICACION_DO_DTO-5655_01-OCT-2015_APRUEBA_MODIFICACION_AL_PLAN_REGULADOR_COMUNAL_MPRC-LB-20.pdf,PDF,1903787,a276a3d5f4042bb1e35c13cf28f0b0c67eef3f80c5b4b3c7c49a571a088a7f03,6,11619,2,4,0,MIXTO
descargas\lo_barnechea\diario_oficial\5794_aprueba_modificacion_al_plan_regulador_comunal_de_lo_barnechea__PUBLICACION_DO_DTO-5794_03-OCT-2015_APRUEBA_MODIFICACION_AL_PLAN_REGULADOR_COMUNAL_MPRC-LB-22.pdf,descargas,lo_barnechea,5794_aprueba_modificacion_al_plan_regulador_comunal_de_lo_barnechea__PUBLICACION_DO_DTO-5794_03-OCT-2015_APRUEBA_MODIFICACION_AL_PLAN_REGULADOR_COMUNAL_MPRC-LB-22.pdf,PDF,401148,10323151d064241815c79d625d4b5abe531502d12eae60c1769b8f319f46badc,5,11621,2,3,0,MIXTO
